zcta,mean_income
76705,56740
77360,56740
49744,56738
78368,56738
29653,56736
72572,56733
24290,56728
74129,56728
73537,56726
51541,56720
76360,56720
47331,56719
71759,56714
41039,56711
62951,56708
64724,56708
47513,56705
70086,56703
16328,56702
48720,56702
18614,56701
31642,56699
99115,56698
34432,56695
38316,56693
25875,56691
38365,56690.58621
27242,56689
66775,56687
61434,56684
79052,56684
78559,56682
35097,56678
72074,56678
45660,56673
56456,56673
38930,56672
59201,56672
24991,56670
49663,56667
46340,56666
59326,56666
65355,56666
45770,56665
32535,56664
71852,56664
35215,56661
25646,56660
67045,56656
34748,56655
97827,56654
67337,56652
97028,56652
24323,56651
16372,56649
26361,56647.82759
26366,56647.82759
65679,56640
31631,56637
64637,56637
50671,56636
62444,56631
54841,56629
15049,56628
52335,56628
66968,56628
34420,56627
36456,56621
65723,56619
67647,56617
30217,56615
49756,56615
49765,56615
17880,56614
14735,56610
31906,56610
39455,56606
16946,56605
96776,56593
36453,56590
49066,56590
49827,56588
1088,56587
13329,56585
88232,56581
28753,56578
65462,56578
41604,56577
49920,56577
15698,56576
30417,56571
85015,56570
95568,56570
99769,56570
52166,56569
59489,56567
35581,56563
4961,56561
24174,56560
55072,56559
12914,56558
36740,56557
4478,56554
66935,56553
48658,56552
65543,56549
68318,56549
27970,56545
67868,56538
15436,56531
4426,56530
51350,56528
97029,56527
31060,56526
37766,56524
44905,56524
85006,56523
21734,56521
65657,56520
36518,56519
83846,56517
67335,56513
77803,56513
29379,56512
47441,56512
85638,56510
42743,56508
25638,56505
51550,56500
17724,56495
17945,56492
21851,56489
2909,56483
26142,56480
49288,56479
95351,56473
62876,56470
97503,56470
89060,56469
74954,56465
25976,56464
37019,56460
72839,56458
37863,56453
52572,56452
27986,56448
26164,56447
44709,56445
95527,56445
66952,56443
63074,56442
78401,56442
77087,56441
49057,56438
54524,56438
73763,56437
49925,56435
31814,56434
41858,56432
44454,56432
25011,56431
26678,56428
69346,56427
97911,56423
33849,56421
49931,56421
62938,56421
85281,56421
27844,56417
74569,56417
15623,56416
50645,56414
46616,56412
31089,56410
66949,56410
43142,56409
97473,56408
77837,56406
48730,56398
50117,56398
34667,56397
65662,56397
19143,56396
63530,56396
68759,56396
32664,56394
97910,56393
43434,56391
89025,56388
47841,56387
26283,56386
42323,56386
98850,56385
61848,56382
6513,56379
67518,56379
66527,56377
67519,56372
39156,56369
24380,56368
28040,56367
72830,56364
34428,56361
47145,56361
65536,56359
62674,56356
95639,56356
28544,56355
59917,56353
37692,56351
33709,56349
38351,56349
64728,56348
4923,56347
32693,56347
36323,56345
64756,56344
75157,56344
26764,56343
16101,56342
32619,56342
30516,56341
55716,56341
51564,56338
71343,56337
30741,56335
93549,56335
27292,56325
38738,56324
26763,56316
8310,56313
72060,56313
23930,56311
85923,56308
43612,56304
60966,56303
27882,56301
4741,56300.73684
36320,56299
79044,56286
74956,56283
54639,56282
96105,56282
43127,56281
90044,56281
5860,56274
23868,56274
50538,56274
40404,56273.13636
40434,56273.13636
40448,56273.13636
64656,56272
24352,56269
26662,56265
19124,56264
62076,56264
77614,56263
71340,56262
43464,56261
16317,56260
73110,56260
30673,56251
85624,56251
4776,56246
42141,56246
88130,56246
43836,56244
15531,56241
68834,56241
78014,56241
29105,56240
43716,56240
53212,56240
82426,56238
74959,56237
59760,56234
75960,56234
43920,56229
95965,56220
52646,56215
86028,56214.74194
86029,56214.74194
86038,56214.74194
86052,56214.74194
78832,56212
17508,56208
39422,56207
68810,56205
50514,56204
25312,56199
27025,56199
59054,56199
4769,56194
79102,56194
96729,56193
70812,56192
67481,56190
49873,56187
68945,56187
49623,56186
49707,56184
12092,56183
79924,56180
16734,56179
75116,56176
70570,56171
70723,56161
15560,56160
61261,56159
52739,56157
57317,56157
59401,56157
29741,56156
32697,56156
57452,56156
88115,56156
73744,56155
76821,56154
32177,56152
96017,56151
72037,56150
23915,56147
74538,56147
64651,56138
28645,56134
67470,56128
28033,56127
40216,56125
30436,56122
72432,56110
59414,56109
65608,56109
37328,56101
50586,56101
73092,56099
67218,56098
73624,56093
84715,56092
54556,56090
22722,56088
35671,56084
35973,56082
72157,56082
71118,56081
56159,56078
72932,56074
71061,56072
66833,56064
57356,56060
5820,56058
25502,56054
32544,56049
30711,56043
38929,56041
63954,56041
34956,56035
45679,56027
37657,56023
46619,56020
1151,56018
44135,56015
87718,56013
4475,56005
37380,56001
92240,56001
43832,55999
24054,55998
44114,55998
62892,55998
67216,55998
67950,55993
10467,55988
65638,55987
71334,55987
4416,55985
79718,55983
37878,55976
99637,55976
30808,55972
39773,55972
50026,55971
67559,55964
31503,55963
38034,55961
43720,55961
52163,55961
63901,55961
49862,55958
4921,55957
67159,55956
24934,55951
27876,55951
45622,55949
45121,55948
48742,55943
86433,55941.9
86435,55941.9
86443,55941.9
49938,55934
71067,55934
67066,55932
29067,55929
49901,55928
27845,55926
42101,55926
48126,55925
38661,55922
67514,55921
78852,55921
34269,55915
64859,55911
4653,55907
71998,55904.38235
71999,55904.38235
62438,55904
55771,55903
36455,55902
60649,55901
56660,55899
69122,55899
49834,55898
78221,55897
79603,55897
24540,55894
25134,55891
15475,55887
81413,55881
93223,55879
49935,55877
56046,55874
65731,55874
16029,55873
28429,55870
75853,55866
41164,55863
64762,55863
29655,55856
33916,55854
61316,55852
74431,55852
36732,55851
70128,55851
76635,55851
25901,55850
27953,55845
37185,55844
52339,55844
46809,55841
31520,55835
39339,55834
74354,55830
63736,55829
44471,55823
39476,55817
34434,55815
68882,55810
58564,55809
26033,55801
27919,55800
42404,55800
60933,55799
68875,55799
39159,55796
87583,55796
61562,55795
72628,55794
48635,55793
48091,55791
57567,55790
80477,55790
56641,55786
48614,55785
62436,55784
74464,55784
21835,55783
27030,55783
90007,55776
98569,55776
88040,55774
54534,55773
73139,55766
27813,55765
65501,55763
74462,55762
14865,55761
27932,55761
65261,55761
48233,55760.36111
48242,55760.36111
48243,55760.36111
74016,55760
79080,55757
63353,55756
15721,55749
36006,55742
61477,55739
979,55735
28743,55735
39834,55734
75938,55734
16732,55729
23219,55727
85625,55722
41815,55721
40505,55717
16504,55716
97469,55715
78210,55713
61454,55712
27897,55709
82516,55709
87036,55709
82327,55707
86045,55706
13630,55705
65633,55704
64134,55702
67561,55699
79346,55698
47922,55695
65746,55694
48621,55690
86337,55690
24221,55689
26615,55688.64
35986,55688
35966,55687
26287,55685
26585,55681
68634,55672
1097,55669
33890,55669
74902,55667
29856,55666
4733,55664
18510,55664
16881,55661
42410,55655
72686,55654
97857,55653
52580,55651
30083,55648
5775,55643
53225,55643
12766,55638
1347,55637
75670,55636
63363,55632
59012,55631
32460,55630
37765,55630
43845,55628
61833,55625
27341,55624
85736,55624
91931,55622
14209,55621
37887,55621
45864,55621
33541,55619
89501,55619
39322,55618
29436,55605
38588,55602
73141,55602
29547,55600
59743,55599
68725,55598
25530,55590
62956,55588
65807,55587
36460,55586
83552,55583
92391,55583
48878,55581
49665,55580
17723,55579
16672,55578
76667,55565
31788,55564
87528,55563
32119,55559
52542,55559
56257,55553
16678,55552
34448,55546
54527,55546
4735,55543
88435,55540
79835,55538
31535,55537
12916,55535
75550,55533
41255,55531
78227,55531
97750,55531
39866,55519
62915,55519
67057,55519
31022,55518
99758,55516
24293,55515
50662,55515
37030,55510
68667,55510
76711,55507
26143,55501
51439,55498
95493,55495
24374,55494
38240,55492
29001,55490
39854,55490
98952,55489
29138,55488
43322,55487
61401,55485
69350,55485
64748,55479
43837,55478
42729,55477
62882,55473
98548,55473
24915,55471
35957,55467
24088,55466
4945,55465
74452,55463
76877,55462
82225,55460
54875,55457
33771,55452
64402,55450
34669,55447
97368,55447
13684,55445
97640,55445
12969,55443
36454,55438.27586
36470,55438.27586
36476,55438.27586
71851,55437
72466,55437
28734,55435
33613,55435
21853,55433
89823,55428
24918,55423
63785,55422
95697,55422
65785,55415
88230,55412
17066,55408
36748,55408
14130,55406
60609,55404
37051,55403
50527,55403
72122,55402
64468,55400
32420,55399
1104,55397
47588,55397
16666,55396
31012,55396
14738,55391
57104,55391
62092,55390
23847,55387
50235,55387
63952,55387
63841,55383
42275,55382
17311,55381
93206,55381
39045,55380
78012,55380
13690,55373
26587,55371
36426,55367
87105,55366
99126,55365
49026,55364
63343,55364
38744,55359
59432,55359
45658,55353
56731,55352
24563,55349
7112,55344
67454,55343
29812,55341
36758,55341
24580,55337
35070,55334
43468,55334
75431,55333
79404,55331
67018,55330
74571,55329
36274,55327
38063,55327
29114,55321
45769,55320
12856,55317
28423,55316
29166,55315
32680,55315
79851,55314
15449,55311
72855,55311
89161,55309
50076,55308
26807,55305
73122,55305
80705,55305
35961,55301
92365,55296
15045,55292
67140,55288
50520,55284
35646,55281
29543,55279
70652,55277
84761,55275
64449,55271
31315,55269
74441,55268
78661,55267
24053,55266
32948,55266
85351,55266
47471,55263
59324,55262
99836,55261
74471,55260
56446,55258
68071,55257
74451,55255
97870,55255
43541,55252
61422,55251
32423,55250
46938,55246
32211,55244
37641,55243
16941,55242
13838,55239
57236,55237
64445,55236
99740,55236
49322,55224
64670,55221
51552,55220
27052,55213
40337,55211
29426,55208
26134,55205
66516,55194
43740,55193
50008,55192
44672,55189
48708,55189
27891,55188
38543,55188
29152,55186
96091,55184
88417,55182.1875
88421,55182.1875
88431,55182.1875
39111,55182
28580,55179
78550,55179
4974,55177
90037,55177
4930,55175
62633,55173
38221,55169
97882,55166
63662,55155
75704,55153
30093,55152
43811,55150
97390,55150
39478,55144
30635,55143
37891,55142
56630,55142
56729,55139
42633,55137
95951,55137
30538,55130
58716,55129
49450,55126
92239,55124
83451,55123
4861,55110
33013,55108
62852,55105
31027,55104
12307,55100
66762,55098
34142,55095
57661,55092
85123,55092
70615,55090
64473,55089
33850,55087
16371,55085
74833,55084
30721,55083
29824,55080
39113,55078
39168,55077
33805,55074
62380,55072
88023,55072
78369,55069
59526,55067
47561,55065
47137,55059
56032,55057
66960,55054
18437,55049
26425,55047
74075,55047
42528,55045
56121,55043
28432,55038
17976,55035
78046,55035
99561,55029
30230,55027
72068,55021
99678,55021
47520,55020
42333,55018
73560,55018
38320,55016
32202,55015
67137,55014
99138,55014
33834,55013
23960,55010
28906,55010
33614,55010
64681,55008
39479,55006
96135,55004
57724,55003
76011,54997
46241,54996
82059,54996
84534,54993
66838,54992
31606,54991
64661,54986
74347,54981
57559,54978
63961,54976
32301,54972
39638,54969
43906,54967
18109,54966
87552,54966
72530,54965
67022,54964
67352,54964
41143,54962
3582,54960
99549,54955
38635,54953
32976,54948
87063,54948
84516,54935
79529,54934
62367,54933
62825,54932
87035,54930
46537,54928
4937,54926
31510,54926
97050,54925
14542,54924
35653,54923
49683,54922
86409,54921
50160,54915
14550,54913
19023,54909
38921,54909
4455,54908
28339,54908
79248,54902
93726,54900
85711,54899
26833,54896
36344,54895
69132,54893
48445,54888
67669,54887
79313,54883
48610,54881
15422,54880
71039,54878
62702,54877
62273,54873
29332,54872
71226,54872
17217,54870
77074,54866
79103,54864
29692,54862
39149,54860
68960,54858
25164,54848
26419,54848
60619,54846
32038,54844
65244,54843
85932,54843
26035,54838
47390,54829
61832,54827
67556,54827
55036,54826
86035,54823
81025,54817
73005,54814
26250,54813
45761,54808
55785,54796
38581,54784
17943,54778
73450,54778
35740,54777
38965,54776
54896,54775
34606,54773
28020,54770
36832,54769
15018,54764
17211,54764
64120,54764
73701,54761
64645,54758
39577,54756
61931,54752
47959,54750
92386,54748
70129,54746
23398,54741
86022,54740
13417,54739
97458,54738
64779,54737
99765,54735
36376,54733
66439,54733
82442,54733
63960,54731
71251,54730
74723,54729
5081,54728
66873,54728
42166,54722
67660,54722
75449,54722
55722,54720
18081,54716
34470,54713
44695,54708
53910,54708
96778,54708
31643,54703
53936,54703
16111,54701
38390,54701
14218,54700
39440,54700
14726,54697
39144,54697
71972,54697
95310,54697
68621,54692
79414,54692
82514,54691
74367,54690
16748,54681
30274,54681
29477,54680
67210,54680
32062,54678
37305,54675
48829,54669
87052,54665
41093,54663
67646,54663
72651,54662
86411,54662
16729,54657
47879,54653
61773,54653
67567,54653
77364,54653
68760,54650
78541,54643
59711,54641
15544,54640
31079,54639
38237,54637
16825,54634
6114,54629
14048,54626
73447,54622
16950,54616
74119,54616
12759,54612
76570,54611
35089,54610
49645,54609
42167,54604
47336,54604
35903,54603
49618,54603
67203,54603
67445,54602
46403,54597
64130,54597
25067,54594
89102,54593
93280,54593
61469,54591
98547,54591
97347,54584
52574,54578
78342,54576
30623,54574
36866,54574
49255,54573
52066,54572
16416,54569
92405,54568
35077,54566
24517,54565
63945,54564
78330,54564
87566,54564
74560,54563
40322,54558
45506,54555
56568,54555
74729,54553
19144,54552
71466,54551
69142,54550
71724,54548
42337,54547
65747,54544
35959,54541
71260,54539
42461,54538
33417,54533
32401,54529
71449,54526
4780,54525
23704,54522
30216,54522
62665,54522
35572,54521
55968,54521
45692,54520
61054,54520
63830,54517
64865,54515
66749,54515
96044,54513
74753,54507.35484
99742,54507
72320,54505.63043
72328,54505.63043
72329,54505.63043
72338,54505.63043
72353,54505.63043
72367,54505.63043
72379,54505.63043
72383,54505.63043
70516,54500
43723,54498
93204,54498
28212,54494
4984,54489
65772,54486
77506,54486
29435,54483
70534,54480
62835,54478
36081,54477
14303,54476
62077,54476
27857,54473
49073,54473
73015,54473
83352,54467
45764,54466
48157,54460
13667,54459
4988,54458
15467,54458
49701,54458
41558,54457
55404,54452
17979,54450
74631,54450
72370,54449
93254,54449
39350,54446
31014,54444
59240,54443
24609,54442
24112,54441
44417,54441
64072,54441
43229,54438
49421,54435
52544,54434
1244,54432
96751,54432
93212,54431
6604,54428
27917,54426
68879,54424
87121,54424
96093,54421
31784,54419
35774,54419
38201,54419
67451,54419
47982,54418
41360,54412
48015,54410
28693,54409
66725,54409
42261,54405
68337,54401
35501,54400
49706,54399
72170,54399
74054,54398
38079,54397
54417,54391
78503,54390
14701,54389
74369,54389
80860,54385
78223,54383
49829,54378
73848,54378
16248,54376
42140,54374
77099,54373
63552,54372
80726,54372
63339,54369
42217,54368
27568,54364
57574,54358
63638,54358
48122,54354
56654,54354
42078,54352
31057,54344
57340,54341
49305,54339
54150,54334
67051,54329
99155,54329
25234,54328
16344,54324
46991,54323
47335,54322
66767,54319
16645,54318
26205,54318
42087,54318
69355,54315
38387,54314
33859,54310
62085,54310
71336,54308
37711,54307
77453,54307
50103,54305
55366,54302
33313,54298
23964,54297
50454,54296
87026,54296
78340,54295
34601,54293
59872,54293
83643,54293
83849,54291
47327,54287
99628,54285
45645,54284
24520,54283
85349,54281
4479,54280
41472,54278
29706,54277
35559,54276.87179
18254,54273
48910,54273
90003,54272
41464,54270
29161,54266
45638,54266
31794,54264
61420,54263
80834,54263
24847,54259
31087,54258
38341,54256
62703,54256
61501,54255
17721,54250
82322,54248
5447,54247
49507,54241
38577,54240
43223,54240
87417,54240
54120,54239
37095,54238
97856,54237
95571,54235
16436,54234
38462,54232
15641,54231
71833,54231
47966,54226
40456,54224
98827,54224
45873,54223
50551,54219
62827,54218
30439,54217
71701,54217
79326,54217
74557,54216
28611,54210
29691,54209
36343,54209
49762,54209
78565,54208.21053
49668,54198
43912,54193
39870,54192
69356,54189
50239,54187
49644,54182
72067,54180
59923,54177
24966,54175
29178,54172
90002,54170
75683,54169
74001,54167
33514,54163
28573,54162
8023,54159
63825,54156
1022,54155
77442,54155
45439,54145
53215,54143
14855,54142
95249,54138
5907,54137
62846,54137
50465,54136
86335,54128
28150,54120
84745,54116
98587,54113
31513,54112
49410,54107
61539,54104
38369,54103
53208,54100
47263,54096
29384,54093
32808,54089
48458,54082
14897,54081
24148,54080
99118,54078
29520,54074
37643,54074
76943,54073
78578,54070
75565,54066
38012,54063
67749,54063
81149,54059
23420,54058
77476,54058
43036,54055
71326,54055
41003,54053
32113,54052
25864,54051
95205,54050
24089,54048
24343,54046
51020,54046
97913,54046
24086,54045
75968,54041
16661,54040
50102,54038
24555,54035
74880,54033
32922,54030
63601,54030
27288,54027
47125,54027
97429,54027
43787,54023
68726,54023
28349,54022
93301,54016
98631,54011
28628,54008
71845,54006
36473,54003
76678,54000
69045,53998
65802,53997
64740,53996
10472,53992
23844,53990
85712,53990
66023,53988
47585,53987
75641,53983
33030,53980
29945,53979
74048,53979
90813,53979
38230,53978
85320,53977
36278,53975
27864,53973
93243,53973
62695,53972
71410,53971
70357,53970
81221,53969
38116,53967
69026,53967
39451,53966
23828,53965
36321,53964
93652,53964
75560,53963
56183,53962
71964,53961
36726,53958
63878,53958
66713,53958
71439,53958
97360,53957
33936,53951
79098,53948
16353,53946
62510,53945
38061,53938
24448,53932
72943,53931
63382,53929
73066,53929
77950,53929
81036,53928
66544,53926
36916,53925
76903,53924
73440,53919
64052,53914
37338,53910
4922,53908
71837,53906
55713,53904
65640,53902
68063,53901
16228,53900
98526,53900
64857,53899
61443,53896
32350,53894
68352,53883
54933,53881
65550,53879
48089,53877
62895,53876
58542,53873
76374,53873
36545,53872
12131,53865
61102,53865
31050,53864
35565,53864
44004,53862
2119,53861
99346,53861
23937,53860
87728,53859
36761,53858
95652,53856
65061,53852
75656,53852
48738,53851
63956,53850
32334,53847
45760,53844
61452,53842
66781,53839
54835,53838
88044,53838
13208,53833
62890,53831
39653,53826
4982,53820
72010,53820
51105,53819
68452,53818
62940,53817
24606,53813
87557,53810
16634,53808
38371,53806
65348,53805
66739,53804
69154,53804
61359,53802
62851,53802
13433,53801
15949,53797
97522,53796
41064,53795
22741,53788
26041,53788
6112,53785
36442,53780
40743,53780
28379,53778
70040,53771
14206,53769
62292,53763
89442,53759
37861,53756
61449,53756
84714,53752
42518,53751
28453,53748
93728,53747
54566,53746
21216,53745
75401,53742
18212,53741
78580,53741
60144,53735
36375,53734
49913,53734
65637,53733
78201,53727
62931,53724
25810,53722.06061
25811,53722.06061
25826,53722.06061
25836,53722.06061
25853,53722.06061
25855,53722.06061
25857,53722.06061
25870,53722.06061
25876,53722.06061
14743,53722
65034,53717
72554,53717
13856,53713
83628,53713
25030,53711
46346,53711
87537,53710
47373,53708
89106,53707
29056,53706
83536,53703
36863,53702
70084,53701
16863,53700
99607,53698
76544,53696
39859,53694
49967,53694
62969,53693
57754,53686
27825,53684
61358,53683
60469,53682
93304,53682
63744,53680
71671,53678
15776,53672
42553,53672
51341,53671
57770,53671
75949,53670
88003,53668.625
88004,53668.625
88009,53668.625
88024,53668.625
88033,53668.625
88034,53668.625
36311,53665
33843,53664
37874,53662
81132,53662
56670,53660
85131,53660
67478,53654
51543,53651
71765,53650
74401,53649
41832,53648
63853,53648
76268,53643
42749,53640
62879,53636
72088,53633
25247,53630
52595,53628
4649,53621
50426,53621
29372,53620
93534,53620
72927,53618
39667,53615
32622,53614
35563,53612
19120,53609
16151,53606
98586,53606
65769,53605
27870,53603
42372,53601
45144,53600
54550,53600
71003,53600
15429,53599
71711,53593.66667
71758,53593.66667
71772,53593.66667
15412,53584
74425,53581
66425,53580
14880,53579
97720,53575
85363,53573
29201,53572
45616,53571
18220,53570
56075,53561
64632,53561
45861,53560
29611,53555
74128,53552
48613,53551
12433,53550
45716,53549
74736,53549
24817,53548
95824,53542
39040,53537
4939,53532
21562,53531
85632,53531
13666,53530
56369,53530
17872,53528
63648,53527
26562,53526
48465,53526
17974,53520
66528,53516
15034,53511
59053,53509
56681,53505
29532,53500
13305,53499
32352,53499
76934,53499
46111,53497
88415,53496
62842,53495
33147,53490
38318,53489
63537,53489
84034,53488
51049,53487
41240,53484
63549,53480
63633,53480
15028,53479
29003,53478
78375,53477
43773,53472
59410,53470
64780,53467
57270,53463
88118,53461
16922,53460
68420,53459
81073,53459
72447,53458
12779,53457
72565,53456
75203,53455
31836,53451
72670,53450.54348
72679,53450.54348
60620,53450
15469,53449
42326,53446
72461,53444
78376,53444
97541,53437
51230,53436
42262,53434
68859,53432
31624,53431
38847,53430
40504,53428
90006,53427
72682,53425
4674,53424
99018,53424
72454,53423
23924,53420
99581,53418
71820,53414.78125
63447,53414
36020,53413
32117,53408
67009,53404
27316,53403
24105,53401
30668,53398
56387,53398
81001,53398
4781,53396
68503,53396
15745,53394
71016,53392
30537,53391
32465,53391
65773,53391
29527,53389
33825,53389
26757,53384
47983,53379
29406,53377
37888,53375
28726,53374
79054,53364
64642,53363
3814,53361
78589,53358
62219,53356
96033,53356
25206,53353
18244,53352
40808,53344
66772,53342
83233,53341
26624,53338
83520,53333
30477,53332
73720,53331
79505,53331
95387,53330
75780,53329
33853,53328
12811,53327
29565,53322
63655,53322
13441,53321
99013,53317
64767,53313
97499,53310
77368,53309
55103,53303
67492,53303
24924,53301
29107,53298
64493,53298
99658,53297
74555,53294
36477,53285
67232,53284
30455,53278
69125,53275
57585,53270
71254,53270
76388,53259
28307,53257
93219,53256
96054,53256
38865,53253
25880,53251
93307,53251
17742,53247
37857,53244
64486,53244
64776,53242
38379,53235
81062,53235
49252,53232
47160,53227
46953,53223
36083,53219
37359,53219
57547,53215
74549,53213
32839,53207
18231,53206
88025,53206
25617,53202
16656,53200
38361,53200
75411,53200
45698,53198
52630,53196
50062,53195
66103,53195
39150,53191
82720,53188
92543,53186
41175,53185
31827,53181
98813,53178
34479,53176
99671,53174
25132,53170
15460,53169
85924,53167
35019,53166
54542,53166
45237,53165
18438,53162
47224,53159
92401,53159
29122,53158
4966,53154
36858,53154
60064,53150
50559,53148
36753,53144.73171
74766,53144
32628,53143
38642,53143
87930,53137
65650,53136
778,53131
82450,53131
96035,53131
65601,53130
25515,53128
44123,53123
37811,53122
63855,53121
74859,53112
89010,53109
44119,53108
26292,53100
87040,53096
33125,53094
83545,53094
61041,53093
68853,53090
85607,53086
50431,53084
95255,53080
99922,53080
30572,53078
93641,53073
15225,53069
65560,53068
42154,53067
70772,53066
74085,53066
83612,53064
28441,53063
78705,53060
82063,53059
46045,53057
71743,53051
76837,53050
67548,53044
75451,53043
27371,53041
65566,53036
62087,53035
65069,53034
80813,53033
62361,53032
29667,53030
93669,53029
98530,53023
74728,53019
83539,53019
43505,53017
72473,53016
19131,53014
63852,53014
57335,53012
68936,53011
31774,53009
38047,53009
16860,53006
69037,53005
45070,53004
70760,53002
76106,53002
42130,53000
38702,52998.67647
38704,52998.67647
38723,52998.67647
38749,52998.67647
38765,52998.67647
38768,52998.67647
38772,52998.67647
49775,52997
88045,52996
65732,52995
65453,52994
75937,52992
4686,52988
72539,52986
83212,52983
27928,52980
39140,52980
53934,52975
54303,52971
37722,52970
44430,52965
32905,52962
72476,52962
71269,52960
24599,52956
35550,52956
41425,52955
71459,52955
75215,52954
4911,52950
44301,52948
31533,52945
49718,52943
43219,52941
43934,52939
34653,52937
64481,52937
78141,52936
36104,52935
99659,52934
57735,52933
21874,52932
1094,52928
72634,52928
50163,52927
70094,52925
28043,52924
54495,52924
52548,52921
65653,52920
38876,52919
66869,52918
38829,52916
48632,52915
41231,52913
23075,52910
43805,52908
79258,52907
37650,52903
15461,52899
95916,52898
28719,52897
95464,52896
74426,52892
75051,52889
74868,52886
24866,52884
30662,52884
38548,52883
14203,52882
76059,52882
87752,52877
38052,52876
41537,52876
87421,52875
95306,52872
45390,52870
32811,52865
49948,52854
89834,52854
61563,52849
54760,52848
64738,52847
97907,52847
44102,52846
81123,52836
29164,52832
75253,52830
28606,52827
38549,52827
27401,52821
60974,52818
7522,52814
56160,52812
65542,52811
69128,52808
71973,52808
37841,52805
25118,52799
40807,52798
61801,52797
32464,52793
62051,52792
97419,52791
64428,52789
30286,52786
53209,52783
83285,52782
56581,52781
21217,52780
46985,52776
75493,52775
25913,52774
56575,52773
57531,52773
31408,52771
5342,52770
58528,52766
64763,52763
5872,52762
44427,52761
73115,52761
42642,52755
24557,52753
65775,52752
15631,52747
76660,52739
33126,52737
98583,52737
49879,52735
39355,52731
19604,52727
16670,52725
28684,52725
18224,52724
47964,52722
68835,52721
74035,52721
17034,52720
25193,52720
27805,52716
61043,52714
76373,52713
16667,52712
38824,52712
71841,52706
32310,52704
14782,52702
93252,52698
90021,52696
15204,52694
17923,52692
36027,52692
67626,52692
23440,52691
75569,52690
41201,52689
28369,52687
81081,52684
26101,52682
18237,52680
39561,52680
78577,52678
74957,52671
65803,52670
4739,52669
35967,52668
37137,52663
16351,52659
36904,52658
36322,52657
31622,52648
80862,52642
47260,52638
50316,52638
13693,52637
64631,52628
81049,52628
56056,52622
13639,52620
71286,52616
49616,52615
26215,52614.48837
26228,52614.48837
26236,52614.48837
26259,52614.48837
26266,52614.48837
26268,52614.48837
26296,52614.48837
38620,52614
28384,52612
44683,52605
39744,52603
58538,52603
28771,52600
29341,52600
72006,52600
45663,52597
27022,52596
37869,52595
14732,52593
74027,52593
28665,52589
17862,52586
56389,52585
73501,52584
92277,52582
32096,52581
74028,52581
15210,52578
16940,52577
24354,52577
28783,52577
47958,52577
50476,52576
87412,52575
67645,52574
36912,52573
49202,52565
57379,52559
38457,52558
74948,52556
29848,52552
41544,52552
37917,52551
50272,52546
29819,52544
24228,52543
32455,52543
75638,52542
54862,52538
83672,52537
63660,52527
74825,52527
63438,52522
81076,52522
67621,52519
97639,52516
45767,52504
89020,52504
71663,52496
98433,52496
46802,52492
92309,52485
48030,52483
78228,52482
97112,52479
23938,52478
70117,52476
38852,52475
72479,52474
27405,52472
42731,52472
40161,52471
15480,52468
38860,52468
21521,52465
95318,52463
38736,52458
81434,52457
37847,52453
38040,52451
48770,52449
85009,52448
79563,52447
57642,52441
17069,52440
72467,52436.39655
93251,52436
28651,52432
29569,52426
72020,52426
15424,52425
32064,52423
87511,52419
25529,52418
38050,52417
50452,52417
65660,52417
14536,52411
25650,52411
27925,52407
75212,52406
29630,52405
74937,52403
35115,52401
28352,52400
23702,52398
82324,52398
28073,52397
37311,52395
29936,52394
27508,52389
79403,52384
49871,52377
79312,52375
48853,52368
31560,52367
29843,52365
99739,52358
58329,52354
28431,52352
77037,52352
40489,52348
63944,52345
14753,52343
49891,52343
14511,52342
43758,52341
69046,52339
61940,52330
28458,52325
31537,52320
21821,52319
72801,52319
32640,52316
72130,52316
27875,52313
83467,52311
37872,52307
21641,52305
65614,52304
13802,52301
65323,52301
46175,52296
15434,52295
28333,52295
78582,52293
46998,52291
4216,52289
71295,52279
28325,52274
73569,52274
15927,52269
51433,52269
73570,52264
87499,52263
71065,52262
24013,52261
65590,52255
75448,52253
47344,52247
40310,52246
64750,52242
64125,52241
59213,52239
74346,52238
35233,52234
54654,52234
14210,52233
38359,52233
4471,52232
45015,52232
35958,52228
97357,52228
43756,52227
17570,52226
80801,52220
39342,52218
36742,52216
26040,52215
30828,52213
72335,52213
87731,52213
68416,52212
35582,52207
69352,52205
75172,52204
79730,52203
27027,52200
18814,52195
46144,52193
85324,52192
83548,52188
39423,52179
70749,52179
63847,52176.28571
68442,52176
72542,52176
70372,52175
32603,52170
21817,52162
39051,52161
4415,52159
35221,52159
49952,52152
62284,52152
72560,52151
63764,52149
46939,52146
78834,52146
14715,52142
29560,52142
15943,52136
27824,52136
49958,52133
87327,52122
31211,52119
99641,52114
67638,52113
73951,52109
65692,52108
79930,52108
38701,52105
86320,52105
25266,52104
74827,52104
73639,52100
2872,52099
51363,52098
49872,52096
71433,52095
63545,52094
49863,52091
40437,52090
47381,52081
89512,52078
39459,52076
91905,52076
62910,52075
23064,52073
28585,52073
32355,52071
63352,52066
93545,52066
76882,52059
35570,52055
95546,52055
31719,52052
24236,52048
36522,52037
44405,52032
29702,52029
65565,52026
71644,52026
31790,52024
48766,52024
50842,52024
44137,52023
70380,52023
29742,52017
51033,52015
65720,52015
38850,52014
4430,52008
40419,52007
93203,52007
17260,52006
97636,52005
21856,52004
28902,52000
29018,51996
40009,51992
42746,51991
54537,51991
54564,51991
59639,51991
74850,51973
25061,51972
67524,51970
